raw,clean_text,clean_token
We visited this place on our trip through Puket Island. The temple is largest (3 floors) and most visited temple in Phuket.. The tallest building of Wat Chalong is 60 meters tall chedi sheltering a bone fragment of Lord Buddha. Temple was built at 1837. Walls and ceilings of temple are decorated with beautiful paintings from Buddha´s life. Place around is sometimes very noissy because there are loud explosions of firecrackers from brick oven. That is a some way to make merit when one of your wishes came true.,we visited this place on our trip through puket island. the temple is largest floors and most visited temple in phuket. the tallest building of wat chalong is meters tall chedi sheltering a bone fragment of lord buddha. temple was built at. walls and ceilings of temple are decorated with beautiful paintings from buddha 's life. place around is sometimes very noissy because there are loud explosions of firecrackers from brick oven. that is a some way to make merit when of your wishes came true.,"['we', 'visited', 'this', 'place', 'on', 'our', 'trip', 'through', 'puket', 'island', '.', 'the', 'temple', 'is', 'largest', 'floors', 'and', 'most', 'visited', 'temple', 'in', 'phuket', '.', 'the', 'tallest', 'building', 'of', 'wat', 'chalong', 'is', 'meters', 'tall', 'chedi', 'sheltering', 'a', 'bone', 'fragment', 'of', 'lord', 'buddha', '.', 'temple', 'was', 'built', 'at', '.', 'walls', 'and', 'ceilings', 'of', 'temple', 'are', 'decorated', 'with', 'beautiful', 'paintings', 'from', 'buddha', ""'s"", 'life', '.', 'place', 'around', 'is', 'sometimes', 'very', 'noissy', 'because', 'there', 'are', 'loud', 'explosions', 'of', 'firecrackers', 'from', 'brick', 'oven', '.', 'that', 'is', 'a', 'some', 'way', 'to', 'make', 'merit', 'when', 'of', 'your', 'wishes', 'came', 'true', '.']"
"Must stop during Phuket land day trip with private driver (you have to search a bit for a cheap offer). Great Thai art masteriece, built last decades, panoramic view from the top! A pacefull spot.","must stop during phuket land day trip with private driver you have to search a bit for a cheap offer. great thai art masteriece, built last decades, panoramic view from the top a pacefull spot.","['must', 'stop', 'during', 'phuket', 'land', 'day', 'trip', 'with', 'private', 'driver', 'you', 'have', 'to', 'search', 'a', 'bit', 'for', 'a', 'cheap', 'offer', '.', 'great', 'thai', 'art', 'masteriece', ',', 'built', 'last', 'decades', ',', 'panoramic', 'view', 'from', 'the', 'top', 'a', 'pacefull', 'spot', '.']"
"Beautiful temples which are wellkept, and I think most people will find a visit here worth the time. Be aware that the main temple is over many floors so be prepared for quite a few stairs to climb.","beautiful temples which are wellkept, and i think most people will find a visit here worth the time. be aware that the main temple is over many floors so be prepared for quite a few stairs to climb.","['beautiful', 'temples', 'which', 'are', 'wellkept', ',', 'and', 'i', 'think', 'most', 'people', 'will', 'find', 'a', 'visit', 'here', 'worth', 'the', 'time', '.', 'be', 'aware', 'that', 'the', 'main', 'temple', 'is', 'over', 'many', 'floors', 'so', 'be', 'prepared', 'for', 'quite', 'a', 'few', 'stairs', 'to', 'climb', '.']"
Amazing place. A MUST to visit. Convenient and staffs there were friendly. I loved the place very much.,amazing place. a must to visit. convenient and staffs there were friendly. i loved the place very much.,"['amazing', 'place', '.', 'a', 'must', 'to', 'visit', '.', 'convenient', 'and', 'staffs', 'there', 'were', 'friendly', '.', 'i', 'loved', 'the', 'place', 'very', 'much', '.']"
The sightseing had some Thai temples with very beautiful and interesting architecture. Many statues and paintings of the local culture and buddhist religion,the sightseing had some thai temples with very beautiful and interesting architecture. many statues and paintings of the local culture and buddhist religion,"['the', 'sightseing', 'had', 'some', 'thai', 'temples', 'with', 'very', 'beautiful', 'and', 'interesting', 'architecture', '.', 'many', 'statues', 'and', 'paintings', 'of', 'the', 'local', 'culture', 'and', 'buddhist', 'religion']"
"So nice to actually experience some old style Thai culture, architecture and spirituality.. A trip highlight for us!","so nice to actually experience some old style thai culture, architecture and spirituality. a trip highlight for us","['so', 'nice', 'to', 'actually', 'experience', 'some', 'old', 'style', 'thai', 'culture', ',', 'architecture', 'and', 'spirituality', '.', 'a', 'trip', 'highlight', 'for', 'us']"
It was terribly crowded even on a weekday but the place was interesting as a place of religion. Avoid revealing clothes,it was terribly crowded even on a weekday but the place was interesting as a place of religion. avoid revealing clothes,"['it', 'was', 'terribly', 'crowded', 'even', 'on', 'a', 'weekday', 'but', 'the', 'place', 'was', 'interesting', 'as', 'a', 'place', 'of', 'religion', '.', 'avoid', 'revealing', 'clothes']"
"Visited this beautiful temples with my teenage son as part of the city tourImpressive architecture and amazing details in the each temple.
Each temple can be entered (shoes off) and one you can climb the tower for a high view of the area. Among the many tourists buzzing around in peak season you still get a feel of the peacefulness and calmness.
This is well worth a visit.",visited this beautiful temples with my teenage son as part of the city tourimpressive architecture and amazing details in the each temple. each temple can be entered shoes off and one you can climb the tower for a high view of the area. among the many tourists buzzing around in peak season you still get a feel of the peacefulness and calmness. this is well worth a visit.,"['visited', 'this', 'beautiful', 'temples', 'with', 'my', 'teenage', 'son', 'as', 'part', 'of', 'the', 'city', 'tourimpressive', 'architecture', 'and', 'amazing', 'details', 'in', 'the', 'each', 'temple', '.', 'each', 'temple', 'can', 'be', 'entered', 'shoes', 'off', 'and', 'one', 'you', 'can', 'climb', 'the', 'tower', 'for', 'a', 'high', 'view', 'of', 'the', 'area', '.', 'among', 'the', 'many', 'tourists', 'buzzing', 'around', 'in', 'peak', 'season', 'you', 'still', 'get', 'a', 'feel', 'of', 'the', 'peacefulness', 'and', 'calmness', '.', 'this', 'is', 'well', 'worth', 'a', 'visit', '.']"
If u r Buddhist then it won't be boring for you since you come here for praying. Others may just spend 15 minutes to visit the temples.,if you r buddhist then it will not be boring for you since you come here for praying. others may just spend minutes to visit the temples.,"['if', 'you', 'r', 'buddhist', 'then', 'it', 'will', 'not', 'be', 'boring', 'for', 'you', 'since', 'you', 'come', 'here', 'for', 'praying', '.', 'others', 'may', 'just', 'spend', 'minutes', 'to', 'visit', 'the', 'temples', '.']"
"Apparently the most important Temple in Phuket. It is photogenic with it’s red and golden finish, however not in a league of others throughout Thailand. Plenty of nice gardens and good parking. Free entry.","apparently the most important temple in phuket. it is photogenic with it is red and golden finish, however not in a league of others throughout thailand. plenty of nice gardens and good parking. free entry.","['apparently', 'the', 'most', 'important', 'temple', 'in', 'phuket', '.', 'it', 'is', 'photogenic', 'with', 'it', 'is', 'red', 'and', 'golden', 'finish', ',', 'however', 'not', 'in', 'a', 'league', 'of', 'others', 'throughout', 'thailand', '.', 'plenty', 'of', 'nice', 'gardens', 'and', 'good', 'parking', '.', 'free', 'entry', '.']"
